review,polarity
sangat membantu,Positif
Membantu sekali apalagi di saat pandemi seperti ini,Positif
Cepat dan.praktis,Positif
Sangat membantu apalagi di masa pandemi seperti ini,Positif
Seru sih ngobrol bareng dokternya jadi ada temen curhat😭🤣🥺,Positif
Dokter nya baik ramah dan cukup puas atas solusinya,Positif
sangat membantu,Positif
Sangat membanty,Positif
Saat membantu di masa pandemi. Dokternya bagus²,Positif
Mantaappp dan sangat mbantu dalam ke adaan darurat,Positif
Saya sngat puas dengan dokter yg kasih arahan trimakasih,Positif
Puas dgn pelayanannya Semoga berkah dan sehat selalu,Positif
Obat dari dokternya sangat manjur makasih dok🙏,Positif
"Dokternya ramah dan sgt perhatian, trimakasih halodoc",Positif
"Amat sangat membantu, terutama di kala pandemin",Positif
Membantu sekali dan dokternya juga ramah²,Positif
sangat terbantu di masa pandemi gini buat yg masi parno ke rs,Positif
Dr. ramah..respons cepat..terimakasih,Positif
Singkat padat jelas gapake lama chat sama dokter spesialis👍🏼,Positif
Sangat membantu di saat situasi sperti bgni,Positif
Ah....nyaman bgt dokternya. Suka deh,Positif
Respon dokter cepat dan detail..dan pengiriman obat agt cepat,Positif
Respon dokternya baik2....Aplikasi sangat membantu pasien,Positif
Sangat membantu ketika pandemi dan si kecil demam,Positif
Bener2 membantu sekali dengan adanya aplikasi ini,Positif
Sangat membantu,Positif
Sangat membantu sekali. Terima kasih halodoc...,Positif
"Trima kasih,atas bantuannya hello dok",Positif
Sangat membantu,Positif
Sangat membantu dgn menggunakan Halodoc-Dokter.,Positif
Pelayanannya bagus... obatnya jg cepat nyampenya....,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Alhamdulillah dulu pakai halodoc gratis dan sekarang bayar,Positif
Dokter nya jelas penjelasannya dan mendapat resep juga,Positif
Sangat membantu dalam kondisi yg tak menentu ini.,Positif
The best 👍👍👍 membantu sekali di mada pandemi seperti ini 😍,Positif
Sangat membantu tidak perlu keluar rumah Makasih,Positif
Bagaimana cara Like dokter di aplikasi halodoc?,Positif
Sangat membantu dikala pendemi seperti ini,Positif
Sangat membantu.,Positif
"Dokternya ramah, respon cepat dan kooperatif",Positif
Dokternya ramah2 dan sangat menjelaskan secara detail,Positif
Sangat membantu kebutuhan obat. Tks,Positif
"Bagus sekali sangat menolong, terima kasih .. 🥰",Positif
Saya sdh daftar vaksin tgl 28 Maret bagaimana menceknya,Negatif
Sangat membantu di masa pandemi ini..trima ksh,Positif
"Semudah diklik, praktis dan sangat membantu👌",Positif
Pelayanannya ramah . Paham dengan bidangnya,Positif
bagus aplikasi nya terasa punya dokter pribadi terimakasih halodoc,Positif
sangat memudahkan konsultasi tanpa keluar rumah,Positif
Sangat membantu dan pelayanan dokter memuaskan,Positif
